 -2.97698E+01,+3.93996E+01
 -2.93350E+01,+3.93150E+01
 -2.92971E+01,+3.92554E+01
 -2.92603E+01,+3.92502E+01
 -2.91881E+01,+3.92786E+01
 -2.91472E+01,+3.92937E+01
 -2.90904E+01,+3.93232E+01
 -2.90495E+01,+3.93382E+01
 -2.89819E+01,+3.93656E+01
 -2.89505E+01,+3.93789E+01
 -2.88946E+01,+3.94120E+01
 -2.88529E+01,+3.93725E+01
 -2.87812E+01,+3.92993E+01
 -2.87454E+01,+3.92626E+01
 -2.86863E+01,+3.92144E+01
 -2.86660E+01,+3.91790E+01
 -2.86192E+01,+3.91208E+01
 -2.85665E+01,+3.91299E+01
 -2.84836E+01,+3.91558E+01
 -2.84522E+01,+3.91339E+01
 -2.84204E+01,+3.90927E+01
 -2.83955E+01,+3.90580E+01
 -2.83649E+01,+3.90204E+01
 -2.83421E+01,+3.89931E+01
 -2.82919E+01,+3.89394E+01
 -2.82155E+01,+3.89524E+01
 -2.81199E+01,+3.89685E+01
 -2.80588E+01,+3.89827E+01
 -2.79546E+01,+3.90041E+01
 -2.77933E+01,+3.89998E+01
 -2.77223E+01,+3.89416E+01
 -2.76797E+01,+3.89136E+01
 -2.76061E+01,+3.88635E+01
 -2.75588E+01,+3.88363E+01
 -2.74844E+01,+3.87824E+01
 -2.72394E+01,+3.87796E+01
 -2.72033E+01,+3.86999E+01
 -2.71743E+01,+3.86658E+01
 -2.71290E+01,+3.86070E+01
 -2.70895E+01,+3.85706E+01
 -2.70289E+01,+3.84911E+01
 -2.70068E+01,+3.84635E+01
 -2.69408E+01,+3.84003E+01
 -2.69006E+01,+3.83601E+01
 -2.68299E+01,+3.82782E+01
 -2.67180E+01,+3.84202E+01
 -2.66474E+01,+3.83576E+01
 -2.66141E+01,+3.83240E+01
 -2.65323E+01,+3.82554E+01
 -2.64943E+01,+3.82225E+01
 -2.64166E+01,+3.81493E+01
 -2.63787E+01,+3.81164E+01
 -2.63021E+01,+3.80468E+01
 -2.61714E+01,+3.80360E+01
 -2.60752E+01,+3.79655E+01
 -2.60432E+01,+3.79355E+01
 -2.59162E+01,+3.78386E+01
 -2.58081E+01,+3.78783E+01
 -2.57341E+01,+3.78159E+01
 -2.56984E+01,+3.77902E+01
 -2.56332E+01,+3.77225E+01
 -2.55384E+01,+3.78181E+01
 -2.54638E+01,+3.77517E+01
 -2.54265E+01,+3.77185E+01
