 -2.94885E+01,-5.50334E+01
 -2.97147E+01,-5.52043E+01
 -2.98147E+01,-5.53268E+01
 -2.97936E+01,-5.55009E+01
 -2.97728E+01,-5.56048E+01
 -2.98170E+01,-5.56835E+01
 -3.03157E+01,-5.57539E+01
 -3.03263E+01,-5.58635E+01
 -3.03343E+01,-5.59491E+01
 -3.03324E+01,-5.60517E+01
 -3.03253E+01,-5.61345E+01
 -3.03338E+01,-5.62904E+01
 -3.03779E+01,-5.64434E+01
 -3.07210E+01,-5.64492E+01
 -3.07271E+01,-5.65110E+01
 -3.07434E+01,-5.65699E+01
 -3.07431E+01,-5.68593E+01
 -3.04690E+01,-5.68510E+01
 -3.03800E+01,-5.70937E+01
 -3.01292E+01,-5.70954E+01
 -3.00692E+01,-5.75995E+01
 -2.98517E+01,-5.75979E+01
 -2.98442E+01,-5.82619E+01
 -3.00069E+01,-5.82719E+01
 -2.99509E+01,-5.88052E+01
 -2.95634E+01,-5.88167E+01
 -2.95547E+01,-5.95138E+01
 -3.01075E+01,-5.95150E+01
 -3.00314E+01,-5.99370E+01
 -2.98812E+01,-6.01736E+01
 -2.95980E+01,-6.04347E+01
 -2.86771E+01,-6.04587E+01
 -2.77048E+01,-6.04673E+01
 -2.76967E+01,-6.06171E+01
 -2.76967E+01,-6.06171E+01
 -2.68895E+01,-6.05060E+01
 -2.60709E+01,-6.03910E+01
 -2.60709E+01,-6.03910E+01
 -2.50688E+01,-5.99733E+01
 -2.44559E+01,-5.93858E+01
 -2.39907E+01,-5.89209E+01
 -2.38194E+01,-5.81950E+01
 -2.41302E+01,-5.74253E+01
 -2.42327E+01,-5.71736E+01
 -2.46963E+01,-5.67336E+01
 -2.51492E+01,-5.62920E+01
 -2.57205E+01,-5.58396E+01
 -2.64140E+01,-5.54244E+01
 -2.69949E+01,-5.52319E+01
 -2.76044E+01,-5.50948E+01
 -2.86466E+01,-5.50049E+01
 -2.94885E+01,-5.50334E+01
 -2.94885E+01,-5.50334E+01
